"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1081;Nordjylland;2021-10-11;F;29;0;0;2708;363537;14827;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-11;F;79;0;2;2708;363616;14829;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-11;F;64;0;3;2708;363680;14832;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-11;M;172;0;3;2708;363852;14835;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-11;M;49;0;0;2708;363901;14835;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-11;M;8;0;0;2708;363909;14835;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-11;M;46;0;3;2708;363955;14838;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-11;M;62;0;1;2708;364017;14839;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-12;F;230;1;4;2709;364247;14843;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-12;F;42;0;0;2709;364289;14843;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-12;F;26;0;0;2709;364315;14843;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-12;F;59;0;1;2709;364374;14844;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-12;F;52;0;1;2709;364426;14845;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-12;M;184;1;6;2710;364610;14851;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-12;M;36;1;1;2711;364646;14852;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-12;M;12;0;0;2711;364658;14852;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-12;M;66;0;4;2711;364724;14856;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-12;M;58;0;1;2711;364782;14857;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-13;F;220;0;8;2711;365002;14865;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-13;F;41;0;1;2711;365043;14866;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-13;F;33;1;4;2712;365076;14870;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-13;F;49;0;3;2712;365125;14873;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-13;F;55;1;2;2713;365180;14875;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-13;M;209;0;3;2713;365389;14878;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-13;M;49;0;1;2713;365438;14879;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-13;M;15;0;3;2713;365453;14882;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-13;M;51;0;0;2713;365504;14882;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-13;M;34;0;1;2713;365538;14883;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-14;F;211;1;8;2714;365749;14891;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-14;F;49;0;2;2714;365798;14893;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-14;F;34;2;4;2716;365832;14897;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-14;F;67;0;0;2716;365899;14897;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-14;F;58;1;2;2717;365957;14899;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-14;M;177;1;7;2718;366134;14906;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-14;M;34;0;2;2718;366168;14908;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-14;M;21;0;1;2718;366189;14909;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-14;M;62;0;2;2718;366251;14911;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-14;M;62;0;2;2718;366313;14913;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-15;F;195;0;6;2718;366508;14919;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-15;F;44;0;1;2718;366552;14920;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-15;F;14;0;0;2718;366566;14920;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-15;F;56;0;2;2718;366622;14922;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-15;F;42;0;1;2718;366664;14923;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-15;M;163;0;4;2718;366827;14927;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-15;M;46;0;1;2718;366873;14928;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-15;M;14;0;1;2718;366887;14929;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-15;M;45;1;2;2719;366932;14931;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-15;M;39;0;1;2719;366971;14932;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-16;F;179;0;3;2719;367150;14935;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-16;F;37;0;0;2719;367187;14935;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-16;F;24;0;0;2719;367211;14935;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-16;F;41;0;0;2719;367252;14935;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-16;F;38;0;0;2719;367290;14935;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-16;M;152;1;8;2720;367442;14943;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-16;M;30;0;0;2720;367472;14943;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-16;M;29;2;2;2722;367501;14945;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-16;M;39;0;3;2722;367540;14948;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-16;M;31;0;0;2722;367571;14948;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-17;F;222;0;2;2722;367793;14950;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-17;F;37;0;0;2722;367830;14950;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-17;F;35;0;0;2722;367865;14950;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-17;F;56;0;0;2722;367921;14950;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-17;F;38;0;2;2722;367959;14952;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-17;M;192;3;9;2725;368151;14961;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-17;M;20;0;0;2725;368171;14961;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-17;M;39;0;0;2725;368210;14961;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-17;M;42;0;0;2725;368252;14961;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-17;M;38;0;1;2725;368290;14962;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-18;F;288;1;11;2726;368578;14973;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-18;F;55;1;3;2727;368633;14976;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-18;F;37;0;0;2727;368670;14976;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-18;F;99;0;3;2727;368769;14979;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-18;F;72;0;1;2727;368841;14980;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-18;M;217;0;9;2727;369058;14989;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-18;M;36;0;2;2727;369094;14991;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-18;M;34;0;3;2727;369128;14994;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-18;M;78;0;2;2727;369206;14996;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-18;M;57;0;3;2727;369263;14999;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-19;F;343;1;6;2728;369606;15005;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-19;F;58;1;1;2729;369664;15006;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-19;F;46;0;0;2729;369710;15006;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-19;F;81;0;3;2729;369791;15009;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-19;F;60;0;1;2729;369851;15010;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-19;M;293;1;11;2730;370144;15021;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-19;M;60;0;2;2730;370204;15023;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-19;M;34;0;0;2730;370238;15023;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-19;M;85;0;2;2730;370323;15025;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-19;M;68;0;0;2730;370391;15025;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-20;F;357;0;6;2730;370748;15031;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-20;F;71;0;1;2730;370819;15032;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-20;F;45;0;1;2730;370864;15033;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-20;F;74;0;2;2730;370938;15035;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-20;F;97;1;5;2731;371035;15040;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-20;M;377;1;11;2732;371412;15051;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-20;M;72;0;2;2732;371484;15053;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-20;M;45;0;2;2732;371529;15055;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-20;M;79;0;2;2732;371608;15057;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-20;M;76;0;2;2732;371684;15059;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-21;F;415;1;11;2733;372099;15070;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-21;F;70;1;2;2734;372169;15072;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-21;F;55;0;2;2734;372224;15074;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-21;F;128;0;1;2734;372352;15075;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-21;F;70;0;1;2734;372422;15076;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-21;M;359;2;8;2736;372781;15084;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-21;M;89;0;6;2736;372870;15090;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-21;M;50;0;0;2736;372920;15090;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-21;M;121;0;4;2736;373041;15094;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-21;M;59;1;2;2737;373100;15096;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-22;F;361;1;8;2738;373461;15104;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-22;F;70;0;1;2738;373531;15105;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-22;F;37;0;3;2738;373568;15108;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-22;F;74;0;2;2738;373642;15110;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-22;F;69;1;0;2739;373711;15110;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-22;M;344;1;11;2740;374055;15121;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-22;M;98;0;2;2740;374153;15123;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-22;M;49;2;3;2742;374202;15126;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-22;M;63;1;1;2743;374265;15127;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-22;M;78;0;2;2743;374343;15129;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-23;F;369;2;11;2745;374712;15140;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-23;F;84;0;0;2745;374796;15140;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-23;F;48;0;2;2745;374844;15142;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-23;F;64;0;2;2745;374908;15144;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-23;F;67;0;2;2745;374975;15146;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-23;M;325;1;14;2746;375300;15160;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-23;M;78;0;2;2746;375378;15162;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-23;M;36;0;3;2746;375414;15165;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-23;M;62;2;4;2748;375476;15169;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-23;M;77;1;3;2749;375553;15172;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-24;F;407;0;10;2749;375960;15182;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-24;F;94;0;4;2749;376054;15186;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-24;F;50;0;3;2749;376104;15189;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-24;F;93;0;2;2749;376197;15191;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-24;F;84;0;2;2749;376281;15193;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-24;M;390;2;12;2751;376671;15205;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-24;M;87;0;3;2751;376758;15208;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-24;M;54;0;1;2751;376812;15209;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-24;M;93;0;2;2751;376905;15211;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-24;M;104;0;3;2751;377009;15214;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-25;F;447;0;13;2751;377456;15227;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-25;F;98;0;1;2751;377554;15228;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-25;F;46;0;1;2751;377600;15229;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-25;F;139;1;2;2752;377739;15231;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-25;F;118;0;2;2752;377857;15233;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-25;M;389;1;7;2753;378246;15240;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-25;M;89;1;3;2754;378335;15243;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-25;M;39;1;1;2755;378374;15244;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-25;M;153;0;8;2755;378527;15252;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-25;M;109;0;2;2755;378636;15254;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-26;F;545;1;6;2756;379181;15260;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-26;F;96;0;4;2756;379277;15264;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-26;F;53;1;0;2757;379330;15264;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-26;F;168;0;4;2757;379498;15268;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-26;F;124;2;4;2759;379622;15272;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-26;M;518;2;14;2761;380140;15286;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-26;M;79;0;2;2761;380219;15288;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-26;M;49;0;2;2761;380268;15290;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-26;M;163;0;1;2761;380431;15291;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-26;M;123;0;4;2761;380554;15295;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-27;F;524;2;7;2763;381078;15302;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-27;F;122;0;0;2763;381200;15302;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-27;F;46;0;1;2763;381246;15303;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-27;F;128;0;2;2763;381374;15305;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-27;F;119;0;3;2763;381493;15308;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-27;M;509;2;14;2765;382002;15322;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-27;M;109;1;6;2766;382111;15328;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-27;M;45;0;3;2766;382156;15331;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-27;M;107;0;1;2766;382263;15332;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-27;M;134;0;1;2766;382397;15333;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-28;F;497;1;12;2767;382894;15345;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-28;F;126;0;3;2767;383020;15348;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-28;F;42;0;2;2767;383062;15350;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-28;F;148;0;2;2767;383210;15352;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-28;F;120;0;3;2767;383330;15355;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-28;M;453;3;11;2770;383783;15366;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-28;M;96;0;1;2770;383879;15367;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-28;M;40;0;0;2770;383919;15367;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-28;M;138;0;5;2770;384057;15372;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-28;M;130;0;5;2770;384187;15377;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-29;F;421;0;7;2770;384608;15384;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-29;F;122;1;4;2771;384730;15388;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-29;F;41;1;1;2772;384771;15389;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-29;F;139;1;3;2773;384910;15392;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-29;F;114;2;4;2775;385024;15396;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-29;M;405;2;11;2777;385429;15407;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-29;M;91;0;0;2777;385520;15407;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-29;M;50;0;3;2777;385570;15410;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-29;M;155;0;2;2777;385725;15412;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-29;M;91;0;3;2777;385816;15415;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-30;F;419;2;10;2779;386235;15425;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-30;F;91;0;1;2779;386326;15426;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-30;F;41;0;1;2779;386367;15427;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-30;F;89;0;2;2779;386456;15429;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-30;F;85;1;2;2780;386541;15431;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-30;M;367;1;5;2781;386908;15436;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-30;M;96;0;0;2781;387004;15436;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-30;M;46;0;3;2781;387050;15439;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-30;M;87;0;3;2781;387137;15442;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-30;M;92;0;3;2781;387229;15445;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-31;F;475;0;11;2781;387704;15456;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-31;F;121;0;0;2781;387825;15456;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-31;F;55;0;3;2781;387880;15459;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-31;F;127;0;3;2781;388007;15462;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-31;F;137;0;4;2781;388144;15466;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-10-31;M;407;1;10;2782;388551;15476;2024-02-27T11:24:59.760
1082;Midtjylland;2021-10-31;M;112;0;2;2782;388663;15478;2024-02-27T11:24:59.760
1081;Nordjylland;2021-10-31;M;67;0;2;2782;388730;15480;2024-02-27T11:24:59.760
1085;Sjælland;2021-10-31;M;102;0;1;2782;388832;15481;2024-02-27T11:24:59.760
1083;Syddanmark;2021-10-31;M;126;0;2;2782;388958;15483;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-01;F;532;2;17;2784;389490;15500;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-01;F;132;0;1;2784;389622;15501;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-01;F;63;0;2;2784;389685;15503;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-01;F;213;0;2;2784;389898;15505;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-01;F;154;0;6;2784;390052;15511;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-01;M;551;3;17;2787;390603;15528;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-01;M;151;0;2;2787;390754;15530;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-01;M;82;0;2;2787;390836;15532;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-01;M;183;0;3;2787;391019;15535;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-01;M;160;1;4;2788;391179;15539;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-02;F;647;0;13;2788;391826;15552;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-02;F;136;1;3;2789;391962;15555;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-02;F;77;0;0;2789;392039;15555;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-02;F;159;0;2;2789;392198;15557;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-02;F;175;0;2;2789;392373;15559;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-02;M;556;1;7;2790;392929;15566;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-02;M;149;1;2;2791;393078;15568;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-02;M;71;0;2;2791;393149;15570;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-02;M;207;0;4;2791;393356;15574;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-02;M;165;0;7;2791;393521;15581;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-03;F;562;0;10;2791;394083;15591;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-03;F;175;0;2;2791;394258;15593;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-03;F;94;0;1;2791;394352;15594;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-03;F;157;0;2;2791;394509;15596;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-03;F;158;0;4;2791;394667;15600;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-03;M;577;0;15;2791;395244;15615;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-03;M;168;0;2;2791;395412;15617;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-03;M;76;1;4;2792;395488;15621;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-03;M;187;0;0;2792;395675;15621;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-03;M;172;2;5;2794;395847;15626;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-04;F;554;4;12;2798;396401;15638;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-04;F;172;0;3;2798;396573;15641;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-04;F;67;1;1;2799;396640;15642;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-04;F;209;0;5;2799;396849;15647;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-04;F;166;1;2;2800;397015;15649;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-04;M;543;3;14;2803;397558;15663;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-04;M;153;0;4;2803;397711;15667;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-04;M;81;0;1;2803;397792;15668;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-04;M;253;1;4;2804;398045;15672;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-04;M;163;0;5;2804;398208;15677;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-05;F;527;2;8;2806;398735;15685;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-05;F;194;0;1;2806;398929;15686;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-05;F;72;0;1;2806;399001;15687;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-05;F;173;0;5;2806;399174;15692;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-05;F;185;0;2;2806;399359;15694;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-05;M;493;3;12;2809;399852;15706;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-05;M;174;0;1;2809;400026;15707;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-05;M;75;1;1;2810;400101;15708;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-05;M;182;0;4;2810;400283;15712;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-05;M;153;0;5;2810;400436;15717;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-06;F;514;0;7;2810;400950;15724;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-06;F;138;0;0;2810;401088;15724;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-06;F;75;1;1;2811;401163;15725;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-06;F;111;1;2;2812;401274;15727;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-06;F;125;0;1;2812;401399;15728;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-06;M;519;1;9;2813;401918;15737;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-06;M;144;0;1;2813;402062;15738;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-06;M;62;0;1;2813;402124;15739;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-06;M;141;0;0;2813;402265;15739;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-06;M;136;0;4;2813;402401;15743;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-07;F;639;0;7;2813;403040;15750;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-07;F;242;0;0;2813;403282;15750;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-07;F;124;0;0;2813;403406;15750;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-07;F;149;0;4;2813;403555;15754;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-07;F;191;1;6;2814;403746;15760;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-07;M;629;4;17;2818;404375;15777;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-07;M;195;2;5;2820;404570;15782;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-07;M;87;1;1;2821;404657;15783;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-07;M;159;0;2;2821;404816;15785;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-07;M;184;0;3;2821;405000;15788;2024-02-27T11:24:59.760
1084;Hovedstaden;2021-11-08;F;703;2;9;2823;405703;15797;2024-02-27T11:24:59.760
1082;Midtjylland;2021-11-08;F;264;0;1;2823;405967;15798;2024-02-27T11:24:59.760
1081;Nordjylland;2021-11-08;F;126;0;1;2823;406093;15799;2024-02-27T11:24:59.760
1085;Sjælland;2021-11-08;F;313;1;4;2824;406406;15803;2024-02-27T11:24:59.760
1083;Syddanmark;2021-11-08;F;265;0;2;2824;406671;15805;2024-02-27T11:24:59.760
