"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1083;Syddanmark;2020-04-05;F;9;0;1;325;4687;1442;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-05;M;38;4;7;329;4725;1449;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-05;M;2;0;0;329;4727;1449;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-05;M;2;0;1;329;4729;1450;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-05;M;5;0;1;329;4734;1451;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-05;M;3;1;2;330;4737;1453;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-06;F;128;4;17;334;4865;1470;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-06;F;44;1;3;335;4909;1473;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-06;F;10;0;0;335;4919;1473;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-06;F;52;2;7;337;4971;1480;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-06;F;25;1;1;338;4996;1481;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-06;M;93;4;10;342;5089;1491;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-06;M;27;2;3;344;5116;1494;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-06;M;11;0;1;344;5127;1495;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-06;M;11;0;2;344;5138;1497;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-06;M;22;0;5;344;5160;1502;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-07;F;105;6;13;350;5265;1515;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-07;F;41;1;4;351;5306;1519;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-07;F;3;0;0;351;5309;1519;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-07;F;30;0;2;351;5339;1521;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-07;F;24;0;3;351;5363;1524;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-07;M;77;3;11;354;5440;1535;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-07;M;25;2;2;356;5465;1537;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-07;M;6;0;1;356;5471;1538;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-07;M;23;0;4;356;5494;1542;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-07;M;11;0;0;356;5505;1542;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-08;F;110;2;7;358;5615;1549;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-08;F;29;1;1;359;5644;1550;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-08;F;6;0;0;359;5650;1550;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-08;F;36;0;4;359;5686;1554;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-08;F;16;1;0;360;5702;1554;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-08;M;56;3;6;363;5758;1560;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-08;M;21;0;3;363;5779;1563;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-08;M;1;0;0;363;5780;1563;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-08;M;16;2;3;365;5796;1566;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-08;M;3;0;0;365;5799;1566;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-09;F;52;2;8;367;5851;1574;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-09;F;12;0;2;367;5863;1576;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-09;F;4;0;0;367;5867;1576;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-09;F;10;1;5;368;5877;1581;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-09;F;8;0;2;368;5885;1583;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-09;M;22;1;2;369;5907;1585;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-09;M;11;1;3;370;5918;1588;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-09;M;4;0;0;370;5922;1588;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-09;M;9;1;3;371;5931;1591;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-09;M;4;0;0;371;5935;1591;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-10;F;54;1;4;372;5989;1595;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-10;F;12;0;2;372;6001;1597;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-10;F;4;0;1;372;6005;1598;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-10;F;16;0;1;372;6021;1599;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-10;F;1;0;0;372;6022;1599;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-10;M;34;1;3;373;6056;1602;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-10;M;5;0;1;373;6061;1603;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-10;M;3;0;1;373;6064;1604;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-10;M;5;1;5;374;6069;1609;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-10;M;6;0;1;374;6075;1610;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-11;F;34;2;4;376;6109;1614;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-11;F;23;1;3;377;6132;1617;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-11;F;2;0;1;377;6134;1618;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-11;F;8;1;4;378;6142;1622;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-11;F;8;0;1;378;6150;1623;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-11;M;40;3;8;381;6190;1631;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-11;M;11;2;4;383;6201;1635;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-11;M;7;0;2;383;6208;1637;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-11;M;6;1;3;384;6214;1640;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-12;F;64;3;5;387;6278;1645;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-12;F;13;2;2;389;6291;1647;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-12;F;5;0;1;389;6296;1648;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-12;F;17;0;4;389;6313;1652;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-12;F;7;0;1;389;6320;1653;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-12;M;31;1;3;390;6351;1656;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-12;M;8;0;1;390;6359;1657;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-12;M;3;0;2;390;6362;1659;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-12;M;2;0;0;390;6364;1659;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-12;M;6;0;1;390;6370;1660;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-13;F;57;3;5;393;6427;1665;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-13;F;20;0;2;393;6447;1667;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-13;F;4;0;0;393;6451;1667;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-13;F;11;1;3;394;6462;1670;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-13;F;4;0;1;394;6466;1671;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-13;M;39;4;12;398;6505;1683;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-13;M;11;0;1;398;6516;1684;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-13;M;1;0;0;398;6517;1684;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-13;M;7;1;5;399;6524;1689;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-13;M;2;0;1;399;6526;1690;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-14;F;88;5;11;404;6614;1701;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-14;F;30;0;3;404;6644;1704;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-14;F;2;0;0;404;6646;1704;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-14;F;35;0;2;404;6681;1706;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-14;F;17;1;2;405;6698;1708;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-14;M;46;1;6;406;6744;1714;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-14;M;16;3;4;409;6760;1718;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-14;M;16;1;2;410;6776;1720;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-14;M;8;0;0;410;6784;1720;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-15;F;79;5;4;415;6863;1724;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-15;F;17;1;1;416;6880;1725;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-15;F;4;0;0;416;6884;1725;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-15;F;20;0;5;416;6904;1730;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-15;F;8;0;1;416;6912;1731;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-15;M;40;2;3;418;6952;1734;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-15;M;10;1;2;419;6962;1736;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-15;M;4;0;0;419;6966;1736;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-15;M;10;2;5;421;6976;1741;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-15;M;6;0;1;421;6982;1742;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-16;F;53;1;5;422;7035;1747;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-16;F;26;0;2;422;7061;1749;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-16;F;4;0;0;422;7065;1749;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-16;F;16;2;5;424;7081;1754;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-16;F;8;0;1;424;7089;1755;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-16;M;37;2;8;426;7126;1763;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-16;M;16;1;2;427;7142;1765;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-16;M;1;0;0;427;7143;1765;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-16;M;8;0;0;427;7151;1765;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-16;M;9;0;1;427;7160;1766;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-17;F;51;1;5;428;7211;1771;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-17;F;18;1;1;429;7229;1772;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-17;F;2;0;0;429;7231;1772;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-17;F;29;2;5;431;7260;1777;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-17;F;8;0;2;431;7268;1779;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-17;M;37;3;7;434;7305;1786;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-17;M;5;0;0;434;7310;1786;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-17;M;2;1;0;435;7312;1786;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-17;M;14;1;4;436;7326;1790;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-17;M;2;0;0;436;7328;1790;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-18;F;37;1;3;437;7365;1793;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-18;F;13;0;3;437;7378;1796;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-18;F;2;0;1;437;7380;1797;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-18;F;15;1;2;438;7395;1799;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-18;M;23;3;5;441;7418;1804;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-18;M;4;0;0;441;7422;1804;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-18;M;7;2;3;443;7429;1807;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-18;M;3;0;0;443;7432;1807;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-19;F;37;1;7;444;7469;1814;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-19;F;8;0;2;444;7477;1816;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-19;F;19;0;3;444;7496;1819;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-19;F;3;0;0;444;7499;1819;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-19;M;24;1;9;445;7523;1828;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-19;M;7;0;1;445;7530;1829;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-19;M;2;0;0;445;7532;1829;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-19;M;10;3;7;448;7542;1836;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-19;M;1;0;0;448;7543;1836;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-20;F;89;5;7;453;7632;1843;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-20;F;15;0;1;453;7647;1844;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-20;F;5;0;0;453;7652;1844;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-20;F;26;1;4;454;7678;1848;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-20;F;3;0;0;454;7681;1848;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-20;M;50;3;10;457;7731;1858;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-20;M;11;1;2;458;7742;1860;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-20;M;1;0;0;458;7743;1860;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-20;M;10;1;4;459;7753;1864;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-20;M;3;2;2;461;7756;1866;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-21;F;66;3;10;464;7822;1876;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-21;F;10;0;0;464;7832;1876;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-21;F;4;1;0;465;7836;1876;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-21;F;31;1;5;466;7867;1881;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-21;F;7;0;1;466;7874;1882;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-21;M;54;5;6;471;7928;1888;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-21;M;8;1;2;472;7936;1890;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-21;M;1;0;0;472;7937;1890;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-21;M;15;1;7;473;7952;1897;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-21;M;5;0;0;473;7957;1897;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-22;F;87;3;9;476;8044;1906;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-22;F;17;0;1;476;8061;1907;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-22;F;5;0;0;476;8066;1907;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-22;F;22;2;3;478;8088;1910;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-22;F;1;0;0;478;8089;1910;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-22;M;66;6;9;484;8155;1919;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-22;M;15;1;4;485;8170;1923;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-22;M;12;1;3;486;8182;1926;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-22;M;1;0;0;486;8183;1926;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-23;F;89;4;9;490;8272;1935;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-23;F;22;1;1;491;8294;1936;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-23;F;2;0;0;491;8296;1936;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-23;F;30;1;4;492;8326;1940;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-23;F;4;0;0;492;8330;1940;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-23;M;49;1;6;493;8379;1946;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-23;M;10;0;1;493;8389;1947;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-23;M;1;0;0;493;8390;1947;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-23;M;20;0;5;493;8410;1952;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-23;M;4;0;0;493;8414;1952;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-24;F;61;2;5;495;8475;1957;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-24;F;19;1;1;496;8494;1958;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-24;F;23;2;4;498;8517;1962;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-24;F;2;0;0;498;8519;1962;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-24;M;34;1;3;499;8553;1965;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-24;M;8;1;0;500;8561;1965;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-24;M;2;0;0;500;8563;1965;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-24;M;12;1;3;501;8575;1968;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-24;M;3;0;0;501;8578;1968;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-25;F;38;1;5;502;8616;1973;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-25;F;22;1;0;503;8638;1973;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-25;F;4;0;1;503;8642;1974;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-25;F;14;1;4;504;8656;1978;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-25;F;3;0;0;504;8659;1978;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-25;M;31;2;6;506;8690;1984;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-25;M;7;0;1;506;8697;1985;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-25;M;1;0;0;506;8698;1985;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-25;M;9;2;2;508;8707;1987;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-25;M;5;0;0;508;8712;1987;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-26;F;42;1;10;509;8754;1997;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-26;F;10;0;0;509;8764;1997;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-26;F;4;0;0;509;8768;1997;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-26;F;13;0;2;509;8781;1999;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-26;F;4;0;0;509;8785;1999;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-26;M;33;3;5;512;8818;2004;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-26;M;5;0;2;512;8823;2006;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-26;M;5;1;1;513;8828;2007;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-26;M;3;0;0;513;8831;2007;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-27;F;70;1;2;514;8901;2009;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-27;F;9;0;1;514;8910;2010;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-27;F;3;0;0;514;8913;2010;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-27;F;36;4;5;518;8949;2015;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-27;F;1;0;0;518;8950;2015;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-27;M;59;2;6;520;9009;2021;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-27;M;9;0;2;520;9018;2023;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-27;M;2;0;0;520;9020;2023;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-27;M;25;5;5;525;9045;2028;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-27;M;3;0;0;525;9048;2028;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-28;F;51;2;5;527;9099;2033;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-28;F;17;0;0;527;9116;2033;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-28;F;22;0;0;527;9138;2033;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-28;M;32;0;3;527;9170;2036;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-28;M;7;0;0;527;9177;2036;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-28;M;7;0;0;527;9184;2036;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-29;F;50;2;5;529;9234;2041;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-29;F;10;1;1;530;9244;2042;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-29;F;1;0;0;530;9245;2042;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-29;F;16;0;1;530;9261;2043;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-29;F;4;0;0;530;9265;2043;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-29;M;42;4;11;534;9307;2054;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-29;M;7;0;0;534;9314;2054;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-29;M;2;0;0;534;9316;2054;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-29;M;5;1;2;535;9321;2056;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-29;M;2;0;0;535;9323;2056;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-30;F;62;0;5;535;9385;2061;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-30;F;6;0;1;535;9391;2062;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-30;F;3;0;0;535;9394;2062;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-30;F;23;0;1;535;9417;2063;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-30;F;1;0;0;535;9418;2063;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-04-30;M;33;0;4;535;9451;2067;2024-02-27T11:24:59.760
1082;Midtjylland;2020-04-30;M;7;0;0;535;9458;2067;2024-02-27T11:24:59.760
1081;Nordjylland;2020-04-30;M;2;0;1;535;9460;2068;2024-02-27T11:24:59.760
1085;Sjælland;2020-04-30;M;8;0;0;535;9468;2068;2024-02-27T11:24:59.760
1083;Syddanmark;2020-04-30;M;1;0;0;535;9469;2068;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-01;F;58;2;3;537;9527;2071;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-01;F;5;0;0;537;9532;2071;2024-02-27T11:24:59.760
1081;Nordjylland;2020-05-01;F;10;0;0;537;9542;2071;2024-02-27T11:24:59.760
1085;Sjælland;2020-05-01;F;15;1;1;538;9557;2072;2024-02-27T11:24:59.760
1083;Syddanmark;2020-05-01;F;2;0;0;538;9559;2072;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-01;M;25;0;2;538;9584;2074;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-01;M;11;0;1;538;9595;2075;2024-02-27T11:24:59.760
1081;Nordjylland;2020-05-01;M;9;0;0;538;9604;2075;2024-02-27T11:24:59.760
1085;Sjælland;2020-05-01;M;10;1;2;539;9614;2077;2024-02-27T11:24:59.760
1083;Syddanmark;2020-05-01;M;3;0;1;539;9617;2078;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-02;F;31;0;2;539;9648;2080;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-02;F;12;0;3;539;9660;2083;2024-02-27T11:24:59.760
1081;Nordjylland;2020-05-02;F;1;0;0;539;9661;2083;2024-02-27T11:24:59.760
1085;Sjælland;2020-05-02;F;17;0;1;539;9678;2084;2024-02-27T11:24:59.760
1083;Syddanmark;2020-05-02;F;4;0;0;539;9682;2084;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-02;M;27;1;4;540;9709;2088;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-02;M;8;0;1;540;9717;2089;2024-02-27T11:24:59.760
1081;Nordjylland;2020-05-02;M;1;0;0;540;9718;2089;2024-02-27T11:24:59.760
1085;Sjælland;2020-05-02;M;12;1;1;541;9730;2090;2024-02-27T11:24:59.760
1083;Syddanmark;2020-05-02;M;2;0;0;541;9732;2090;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-03;F;33;0;6;541;9765;2096;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-03;F;4;0;1;541;9769;2097;2024-02-27T11:24:59.760
1081;Nordjylland;2020-05-03;F;1;0;0;541;9770;2097;2024-02-27T11:24:59.760
1085;Sjælland;2020-05-03;F;6;0;2;541;9776;2099;2024-02-27T11:24:59.760
1083;Syddanmark;2020-05-03;F;4;0;1;541;9780;2100;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-03;M;17;2;2;543;9797;2102;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-03;M;6;0;1;543;9803;2103;2024-02-27T11:24:59.760
1081;Nordjylland;2020-05-03;M;1;0;0;543;9804;2103;2024-02-27T11:24:59.760
1085;Sjælland;2020-05-03;M;5;1;3;544;9809;2106;2024-02-27T11:24:59.760
1083;Syddanmark;2020-05-03;M;1;0;0;544;9810;2106;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-04;F;50;0;3;544;9860;2109;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-04;F;5;0;1;544;9865;2110;2024-02-27T11:24:59.760
1085;Sjælland;2020-05-04;F;21;1;2;545;9886;2112;2024-02-27T11:24:59.760
1083;Syddanmark;2020-05-04;F;3;0;0;545;9889;2112;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-04;M;29;0;2;545;9918;2114;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-04;M;3;0;1;545;9921;2115;2024-02-27T11:24:59.760
1085;Sjælland;2020-05-04;M;8;0;2;545;9929;2117;2024-02-27T11:24:59.760
1083;Syddanmark;2020-05-04;M;1;0;0;545;9930;2117;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-05;F;32;1;4;546;9962;2121;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-05;F;5;0;0;546;9967;2121;2024-02-27T11:24:59.760
1081;Nordjylland;2020-05-05;F;2;0;0;546;9969;2121;2024-02-27T11:24:59.760
1085;Sjælland;2020-05-05;F;20;2;3;548;9989;2124;2024-02-27T11:24:59.760
1083;Syddanmark;2020-05-05;F;4;0;0;548;9993;2124;2024-02-27T11:24:59.760
1084;Hovedstaden;2020-05-05;M;40;2;4;550;10033;2128;2024-02-27T11:24:59.760
1082;Midtjylland;2020-05-05;M;3;0;0;550;10036;2128;2024-02-27T11:24:59.760
